retailer,retailer_id,sell_date,region,state,city,product_category,price_per_unit,units_sold,operating_margin_share,sales_method
Kohl's,1189833,3/20/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,45,650,"0,25",Аутлет
Kohl's,1189833,3/21/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,45,650,"0,40",Аутлет
Kohl's,1189833,3/22/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,45,550,"0,35",Аутлет
Kohl's,1189833,3/23/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,50,425,"0,55",Аутлет
Kohl's,1189833,4/6/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,45,625,"0,20",Аутлет
Kohl's,1189833,4/7/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,45,800,"0,40",Аутлет
Kohl's,1189833,4/8/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,50,600,"0,25",Аутлет
Kohl's,1189833,4/9/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,50,625,"0,40",Аутлет
Kohl's,1189833,4/10/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,45,525,"0,35",Аутлет
Kohl's,1189833,4/11/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,50,425,"0,55",Аутлет
Kohl's,1189833,4/12/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,65,600,"0,20",Аутлет
Kohl's,1189833,4/13/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,45,800,"0,40",Аутлет
Kohl's,1189833,4/14/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,50,650,"0,25",Аутлет
Kohl's,1189833,4/15/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,50,650,"0,40",Аутлет
Kohl's,1189833,4/16/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,45,550,"0,35",Аутлет
Kohl's,1189833,4/17/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,50,450,"0,55",Аутлет
Kohl's,1189833,4/18/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,65,625,"0,20",Аутлет
Kohl's,1189833,4/19/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,45,900,"0,40",Аутлет
Kohl's,1189833,4/20/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,50,750,"0,25",Аутлет
Kohl's,1189833,4/21/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,50,750,"0,40",Аутлет
Kohl's,1189833,4/22/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,45,625,"0,35",Аутлет
Kohl's,1189833,4/23/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,50,500,"0,55",Аутлет
Kohl's,1189833,4/24/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,65,800,"0,20",Аутлет
Kohl's,1189833,4/25/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,45,950,"0,40",Аутлет
Kohl's,1189833,4/26/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,50,800,"0,25",Аутлет
Kohl's,1189833,4/27/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,50,750,"0,40",Аутлет
Kohl's,1189833,4/28/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,45,650,"0,35",Аутлет
Kohl's,1189833,4/29/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,50,700,"0,55",Аутлет
Kohl's,1189833,4/30/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,65,700,"0,20",Аутлет
Kohl's,1189833,5/1/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,50,900,"0,40",Аутлет
Kohl's,1189833,5/2/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,55,850,"0,25",Аутлет
Kohl's,1189833,5/3/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,50,725,"0,40",Аутлет
Kohl's,1189833,5/4/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,50,675,"0,35",Аутлет
Kohl's,1189833,5/5/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,60,675,"0,55",Аутлет
Kohl's,1189833,5/6/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,65,650,"0,20",Аутлет
Kohl's,1189833,5/7/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,50,850,"0,40",Аутлет
Kohl's,1189833,5/8/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,55,850,"0,25",Аутлет
Kohl's,1189833,5/9/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,50,700,"0,40",Аутлет
Kohl's,1189833,5/10/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,50,650,"0,35",Аутлет
Kohl's,1189833,5/11/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,60,650,"0,55",Аутлет
Kohl's,1189833,5/12/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,65,700,"0,20",Аутлет
Kohl's,1189833,5/13/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,50,800,"0,40",Аутлет
Kohl's,1189833,5/14/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,55,800,"0,25",Аутлет
Kohl's,1189833,5/15/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,50,650,"0,40",Аутлет
Kohl's,1189833,5/16/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,50,625,"0,35",Аутлет
Kohl's,1189833,5/17/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,60,600,"0,55",Аутлет
Kohl's,1189833,5/18/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,65,650,"0,20",Аутлет
Kohl's,1189833,5/19/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,50,825,"0,40",Аутлет
Kohl's,1189833,5/20/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,55,825,"0,25",Аутлет
Kohl's,1189833,5/21/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,50,675,"0,40",Аутлет
Kohl's,1189833,5/22/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,50,650,"0,35",Аутлет
Kohl's,1189833,5/23/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,60,600,"0,55",Аутлет
Kohl's,1189833,5/24/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,65,700,"0,20",Аутлет
Kohl's,1189833,5/25/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,50,900,"0,40",Аутлет
Kohl's,1189833,5/26/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,55,900,"0,25",Аутлет
Kohl's,1189833,5/27/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,50,700,"0,40",Аутлет
Kohl's,1189833,5/28/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,50,700,"0,35",Аутлет
Kohl's,1189833,5/29/2021,Запад,Калифорния,Лос-Анджелес,Мужская одежда,60,625,"0,55",Аутлет
Kohl's,1189833,5/30/2021,Запад,Калифорния,Лос-Анджелес,Женская одежда,65,725,"0,20",Аутлет
Foot Locker,1185732,5/31/2021,Запад,Калифорния,Лос-Анджелес,Мужская уличная обувь,45,475,"0,40",Аутлет
Foot Locker,1185732,6/1/2021,Запад,Калифорния,Лос-Анджелес,Мужская спортивная обувь,45,275,"0,35",Аутлет
Foot Locker,1185732,6/2/2021,Запад,Калифорния,Лос-Анджелес,Женская уличная обувь,35,275,"0,35",Аутлет
Foot Locker,1185732,6/3/2021,Запад,Калифорния,Лос-Анджелес,Женская спортивная обувь,40,125,"0,40",Аутлет
Foot Locker,1185732,6/4/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,55,175,"0,35",Аутлет
Foot Locker,1185732,6/5/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,45,275,"0,50",Аутлет
Foot Locker,1185732,6/6/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,45,525,"0,40",Аутлет
Foot Locker,1185732,6/7/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,45,175,"0,35",Аутлет
Foot Locker,1185732,6/8/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,35,225,"0,35",Аутлет
Foot Locker,1185732,6/9/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,40,100,"0,40",Аутлет
Foot Locker,1185732,6/10/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,55,175,"0,35",Аутлет
Foot Locker,1185732,6/11/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,45,275,"0,50",Аутлет
Foot Locker,1185732,6/12/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,50,495,"0,40",Аутлет
Foot Locker,1185732,6/13/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,50,200,"0,35",Аутлет
Foot Locker,1185732,6/14/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,40,225,"0,35",Аутлет
Foot Locker,1185732,6/15/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,45,75,"0,40",Аутлет
Foot Locker,1185732,6/16/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,60,125,"0,35",Аутлет
Foot Locker,1185732,6/17/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,50,225,"0,50",Аутлет
Foot Locker,1185732,6/18/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,50,450,"0,40",Аутлет
Foot Locker,1185732,6/19/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,50,150,"0,35",Аутлет
Foot Locker,1185732,6/20/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,40,150,"0,35",Аутлет
Foot Locker,1185732,6/21/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,45,75,"0,40",Аутлет
Foot Locker,1185732,6/22/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,60,100,"0,35",Аутлет
Foot Locker,1185732,6/23/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,50,225,"0,50",Аутлет
Foot Locker,1185732,6/24/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,60,495,"0,40",Аутлет
Foot Locker,1185732,6/25/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,55,200,"0,35",Аутлет
Foot Locker,1185732,6/26/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,50,175,"0,35",Аутлет
